ts_code,name,l1_code,l1_name,l2_code,l2_name,l3_code,l3_name
603583.SH,捷昌驱动,801890.SI,机械设备,801078.SI,自动化设备,850782.SI,工控设备
603660.SH,苏州科达,801750.SI,计算机,801101.SI,计算机设备,850703.SI,其他计算机设备
603679.SH,华体科技,801080.SI,电子,801084.SI,光学光电子,850832.SI,LED
603685.SH,晨丰科技,801080.SI,电子,801084.SI,光学光电子,850832.SI,LED
603703.SH,盛洋科技,801080.SI,电子,801084.SI,光学光电子,850832.SI,LED
603712.SH,七一二,801740.SI,国防军工,801745.SI,军工电子Ⅱ,857451.SI,军工电子Ⅲ
603773.SH,沃格光电,801080.SI,电子,801084.SI,光学光电子,850831.SI,面板
603803.SH,瑞斯康达,801770.SI,通信,801102.SI,通信设备,851026.SI,通信终端及配件
603920.SH,世运电路,801080.SI,电子,801083.SI,元件,850822.SI,印制电路板
603978.SH,深圳新星,801050.SI,有色金属,801051.SI,金属新材料,850521.SI,其他金属新材料
603986.SH,兆易创新,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计
603989.SH,艾华集团,801080.SI,电子,801083.SI,元件,850823.SI,被动元件
