column,null_pct,inf_count,std,abs_p99,max_abs,flag
tech_close_vs_ma10,2.0576,0,0.05449585718821821,0.2051166671938127,1.3259730538922154,
tech_close_vs_ma20,2.1973,0,0.07917214786617736,0.28937136040125866,2.460985352862849,
tech_close_vs_ma60,4.4702,0,0.13792814340633155,0.4957658249047407,5.1736110378025755,
tech_ma5_minus_ma10_pct,2.0576,0,0.02936027451690287,0.10831366397906327,0.7201125175808719,
tech_ma5_minus_ma20_pct,2.1973,0,0.06060406659884537,0.21892570511912696,1.263292960786665,
tech_ma10_minus_ma20_pct,2.1973,0,0.039664631256776765,0.13942168465920804,0.7068557919621749,
tech_ma20_minus_ma60_pct,4.4702,0,0.08766150053818696,0.30511970664845495,1.441846606466022,
tech_kdj_k_minus_d,2.0438,0,8.900882478877369,20.32272494687467,27.70219346409901,
tech_macd_dif_norm,2.2837,0,0.03315456197673878,0.1132171111849635,2.198721829357305,
tech_macd_dea_norm,2.3970,0,0.030873066715202315,0.10413890652394558,1.9695525664863716,
tech_macd_hist_norm,2.3970,0,0.01067226221870057,0.036295163440318724,0.5400865004181965,
tech_boll_percent,2.1970,0,0.32501029271890325,1.2402706188645138,1.5594625648927773,
tech_boll_width,2.1970,0,0.1433236423183943,0.7382229984376186,4.5521649981115,
tech_boll_squeeze_60d,6.9749,0,0.3194716912493574,1.0,1.0,
tech_vol_ratio_5d,1.9891,0,0.3696027544104074,2.3567853229289635,4.971316887571253,
tech_vol_ma5_over_ma20,2.1973,0,0.38124514572720397,2.3736180694978555,3.925387634961374,
tech_amplitude_5d,0.0131,0,0.07619957374890822,0.35792644627094333,30.771428571428572,
tech_amplitude_20d,0.0531,0,0.17675646478432497,0.6832214765100669,49.25714285714287,
tech_atr_percent,2.1129,0,1.753734113051255,9.627188694791704,106.09168093847768,
cmf_60d_pct_amt,5.1716,0,0.018124633976961315,0.06867787747690801,0.2122280264036225,
cmf_120d_pct_amt,6.4080,0,0.014993928536250119,0.059274159011066536,0.14877017354473157,
cmf_60d_pct_active,5.1716,0,0.255293071269989,0.7703751921653748,0.9980433583259583,
cmf_120d_pct_active,6.4080,0,0.20743906497955322,0.6832960247993469,0.95842444896698,
zt_count_30d,0.0000,0,0.20920068472856856,1.0,13.0,
zt_count_60d,0.0000,0,0.2573342280127083,1.0,13.0,
zt_first_board_count_30d,0.0000,0,0.16565767938400186,1.0,8.0,
zt_first_board_count_60d,0.0000,0,0.2062345269838958,1.0,9.0,
zt_max_streak_60d,0.0000,0,0.1933803196442216,1.0,10.0,
zt_dt_imbalance_60d,0.0000,0,0.24848087329079152,1.0,12.0,
cyq_winning_ratio,0.5154,0,29.0408410808736,98.73,100.58,
cyq_concentration_70,0.5154,0,0.08977705722468655,0.45993532159540085,3.725490196078431,
cyq_cost_distance,0.5154,0,0.1840994631663054,0.8217498633251248,3.8991494532199273,
